NRO COMPARENDO,POLCA,FECHA COMP,ESTADO,PLACA,SERVICIO,CLASE,INMOVILIZADO,INFRACCION,VALOR
68276000000020097099,NO,02/22/2021,CANCELADO,VIK12E,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020090711,NO,02/22/2021,CANCELADO,NAE801,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020097101,NO,02/22/2021,CANCELADO,POF86F,PARTICULAR,MOTOCICLETA,SI,D03,335700
68276000000020097102,NO,02/22/2021,RESOLUCION,POP86F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090712,NO,02/22/2021,CANCELADO,IRO074,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020090713,NO,02/22/2021,CANCELADO,MTS898,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020097103,NO,02/22/2021,RESOLUCION,HWK315,PARTICULAR,CAMPERO,SI,D01,447600
68276000000020097104,NO,02/22/2021,RESOLUCION,HWK315,PARTICULAR,CAMPERO,SI,D02,447600
68276000000020097105,NO,02/22/2021,RESOLUCION,HWK315,PARTICULAR,CAMPERO,SI,C35,223800
68276000000020090856,NO,02/22/2021,RESOLUCION,SAW86C,PARTICULAR,MOTOCICLETA,NO,C01,89520
68276000000020096486,NO,02/23/2021,CANCELADO,RZS59C,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000004762628,NO,02/23/2021,ANULADO,PVW53F,PARTICULAR,MOTOCICLETA,NO,B01,0
68276000000020090544,NO,02/23/2021,RESOLUCION,ZJA91C,PARTICULAR,MOTOCICLETA,NO,C35,89520
99999999000004762628,SI,02/23/2021,CANCELADO,PVW53F,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020095805,NO,02/23/2021,RESOLUCION,WZN19D,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020096487,NO,02/23/2021,RESOLUCION,XWH81,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096808,NO,02/23/2021,RESOLUCION,QBE03B,PARTICULAR,MOTOCICLETA,NO,H03,29840
68276000000020096488,NO,02/23/2021,RESOLUCION,MXE50D,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020095806,NO,02/23/2021,RESOLUCION,KVS59B,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096466,NO,02/23/2021,RESOLUCION,INN19C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020096809,NO,02/23/2021,REVOCADO,IDP30B,PARTICULAR,MOTOCICLETA,NO,C35,
68276000000020095807,NO,02/23/2021,CANCELADO,BYG89E,PARTICULAR,MOTOCICLETA,NO,C35,167833
68276000000020096467,NO,02/23/2021,RESOLUCION,ZJG50C,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000004762629,NO,02/23/2021,ANULADO,SUL670,PUBLICO,BUSETA,NO,H02,0
68276000000004762630,NO,02/23/2021,ANULADO,SUL670,PUBLICO,BUSETA,NO,D02,0
68276000000004762631,NO,02/23/2021,ANULADO,SUL670,PUBLICO,BUSETA,NO,C35,0
99999999000004762629,SI,02/23/2021,AMONESTACION,SUL670,PUBLICO,BUSETA,NO,H02,
99999999000004762630,SI,02/23/2021,CANCELADO,SUL670,PUBLICO,BUSETA,NO,D02,335661
99999999000004762631,SI,02/23/2021,CANCELADO,SUL670,PUBLICO,BUSETA,NO,C35,167850
68276000000004762632,NO,02/23/2021,ANULADO,XTN01,PARTICULAR,MOTOCICLETA,NO,B01,0
68276000000020090926,NO,02/23/2021,CANCELADO,GYU489,PARTICULAR,AUTOMOVIL,NO,B02,89600
99999999000004762632,SI,02/23/2021,RESOLUCION,XTN01,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020096468,NO,02/23/2021,CANCELADO,KBY640,PARTICULAR,AUTOMOVIL,NO,C02,167833
68276000000004762633,NO,02/23/2021,ANULADO,POU64F,PARTICULAR,MOTOCICLETA,NO,B01,0
99999999000004762633,SI,02/23/2021,RESOLUCION,POU64F,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020097106,NO,02/23/2021,CANCELADO,ISC70D,PARTICULAR,MOTOCICLETA,SI,D02,335666
68276000000020090725,NO,02/23/2021,RESOLUCION,SAX39C,PARTICULAR,MOTOCICLETA,NO,D02,179040
68276000000020097107,NO,02/23/2021,CANCELADO,ISC70D,PARTICULAR,MOTOCICLETA,SI,C35,167833
68276000000020090714,NO,02/23/2021,CANCELADO,GXP295,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090936,NO,02/23/2021,CANCELADO,HVY743,PARTICULAR,AUTOMOVIL,NO,C02,167850
68276000000020097108,NO,02/23/2021,CANCELADO,HDM168,PARTICULAR,CAMPERO,NO,C02,167833
68276000000020090916,NO,02/23/2021,CANCELADO,XVG69A,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090880,NO,02/23/2021,CANCELADO,NKD77D,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000004762634,NO,02/23/2021,ANULADO,JSR33F,PARTICULAR,MOTOCICLETA,NO,C24,0
99999999000004762634,SI,02/23/2021,CANCELADO,JSR33F,PARTICULAR,MOTOCICLETA,NO,C24,167900
68276000000004762635,NO,02/23/2021,ANULADO,XYP18,PARTICULAR,MOTOCICLETA,NO,C24,0
99999999000004762635,SI,02/23/2021,CANCELADO,XYP18,PARTICULAR,MOTOCICLETA,NO,C24,167900
68276000000020090885,NO,02/24/2021,CANCELADO,TTV215,PUBLICO,AUTOMOVIL,SI,C35,167900
68276000000004762636,NO,02/24/2021,ANULADO,IDF05D,PUBLICO,MOTOCICLETA,NO,B01,0
99999999000004762636,SI,02/24/2021,CANCELADO,IDF05D,PARTICULAR,MOTOCICLETA,NO,B01,238700
68276000000020090927,NO,02/24/2021,CANCELADO,MIX34B,PARTICULAR,MOTOCICLETA,NO,C31,89520
68276000000020090928,NO,02/24/2021,RESOLUCION,KJS252,PARTICULAR,CAMIONETA,NO,C31,223800
68276000000020090886,NO,02/24/2021,CANCELADO,LCX73C,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090804,NO,02/24/2021,CANCELADO,VHR06E,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090474,NO,02/24/2021,CANCELADO,RIS08C,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020097109,NO,02/24/2021,CANCELADO,GSC36E,PARTICULAR,MOTOCICLETA,NO,D03,335666
68276000000020097110,NO,02/24/2021,RESOLUCION,ZMY47E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090917,NO,02/24/2021,CANCELADO,FMF17E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020097111,NO,02/24/2021,CANCELADO,DVK203,PARTICULAR,AUTOMOVIL,NO,C02,167833
68276000000020090918,NO,02/24/2021,CANCELADO,MVK025,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090937,NO,02/24/2021,CANCELADO,IPQ273,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090919,NO,02/24/2021,RESOLUCION,DEM42C,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020097112,NO,02/24/2021,RESOLUCION,NLD82D,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090881,NO,02/24/2021,RESOLUCION,JUB83F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020097113,NO,02/24/2021,RESOLUCION,PNW71F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020097114,NO,02/24/2021,CANCELADO,DUX559,PARTICULAR,AUTOMOVIL,NO,C02,167833
68276000000020090920,NO,02/24/2021,CANCELADO,MTR510,PARTICULAR,CAMPERO,NO,C02,167900
68276000000020090938,NO,02/24/2021,CANCELADO,MVN699,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090882,NO,02/24/2021,CANCELADO,GSR244,PARTICULAR,CAMPERO,NO,C02,167900
68276000000020095808,NO,02/25/2021,RESOLUCION,ZYB65C,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090405,NO,02/25/2021,RESOLUCION,XVP089,PUBLICO,AUTOMOVIL,NO,D05,447600
68276000000020090946,NO,02/25/2021,RESOLUCION,XVX298,PUBLICO,AUTOMOVIL,NO,B02,119350
99999999000004762637,SI,02/25/2021,CANCELADO,RDS408,PARTICULAR,AUTOMOVIL,NO,B01,89510
68276000000020090947,NO,02/25/2021,CANCELADO,SUF778,PUBLICO,AUTOMOVIL,NO,B02,89513
68276000000004733299,NO,02/25/2021,ANULADO,SLB15C,PARTICULAR,MOTOCICLETA,NO,D01,0
68276000000004733300,NO,02/25/2021,ANULADO,SLB15C,PARTICULAR,MOTOCICLETA,NO,D02,0
68276000000004733301,NO,02/25/2021,ANULADO,SLB15C,PARTICULAR,MOTOCICLETA,NO,C35,0
99999999000004733299,SI,02/25/2021,RESOLUCION,SLB15C,PARTICULAR,MOTOCICLETA,NO,D01,179040
99999999000004733300,SI,02/25/2021,RESOLUCION,SLB15C,PARTICULAR,MOTOCICLETA,NO,D02,179040
99999999000004733301,SI,02/25/2021,RESOLUCION,SLB15C,PARTICULAR,MOTOCICLETA,NO,C35,89520
99999999000004762638,SI,02/25/2021,RESOLUCION,SMB45E,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096810,NO,02/25/2021,RESOLUCION,BZP007,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000004733302,NO,02/25/2021,ANULADO,DDF76B,PARTICULAR,MOTOCICLETA,NO,D01,0
68276000000020090948,NO,02/25/2021,CANCELADO,RZS417,PUBLICO,AUTOMOVIL,SI,C02,167900
99999999000004733302,SI,02/25/2021,RESOLUCION,DDF76B,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090406,NO,02/25/2021,RESOLUCION,XVV486,PUBLICO,AUTOMOVIL,NO,C02,223800
68276000000020090949,NO,02/25/2021,CANCELADO,SLT20E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090407,NO,02/25/2021,RESOLUCION,XVZ170,PUBLICO,AUTOMOVIL,NO,C02,223800
68276000000020090929,NO,02/25/2021,CANCELADO,VHF38E,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020090930,NO,02/25/2021,CANCELADO,UAS90D,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000004762639,NO,02/25/2021,ANULADO,ROK373,PARTICULAR,AUTOMOVIL,NO,B01,0
99999999000004762639,SI,02/25/2021,CANCELADO,ROK373,PUBLICO,AUTOMOVIL,NO,B01,89510
68276000000020097115,NO,02/25/2021,RESOLUCION,TFQ02D,PARTICULAR,MOTOCICLETA,NO,D04,179040
68276000000020090857,NO,02/25/2021,RESOLUCION,TAW975,PUBLICO,AUTOMOVIL,NO,D04,447600
68276000000004762640,NO,02/26/2021,ANULADO,WLB798,PUBLICO,CAMION,NO,C14,0
99999999000004762640,SI,02/26/2021,RESOLUCION,WLB798,PUBLICO,CAMION,NO,C14,223800
68276000000020096811,NO,02/26/2021,RESOLUCION,LHP58D,PARTICULAR,MOTOCICLETA,NO,D01,895200
68276000000020096469,NO,02/26/2021,RESOLUCION,RGS67F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090790,NO,02/26/2021,RESOLUCION,DUR39C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090950,NO,02/26/2021,CANCELADO,TSO655,PUBLICO,CAMIONETA,NO,C35,167900
99999999000004762641,SI,02/26/2021,RESOLUCION,UDS440,PARTICULAR,AUTOMOVIL,NO,C35,223800
99999999000004762642,SI,02/26/2021,RESOLUCION,ZFR39E,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090887,NO,02/26/2021,RESOLUCION,GIX002,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020096489,NO,02/26/2021,CANCELADO,GSN295,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090939,NO,02/26/2021,RESOLUCION,CVT514,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020097116,NO,02/26/2021,CANCELADO,FOU017,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020090921,NO,02/26/2021,CANCELADO,CWF065,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020096470,NO,02/27/2021,RESOLUCION,BRZ55D,PARTICULAR,MOTOCICLETA,NO,H02,29840
68276000000020090850,NO,02/27/2021,CANCELADO,BBC93F,PARTICULAR,MOTOCICLETA,NO,C24,167850
68276000000020090940,NO,02/27/2021,CANCELADO,BPT83B,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090691,NO,02/27/2021,RESOLUCION,IFD35B,PARTICULAR,MOTOCICLETA,SI,D02,179040
99999999000004762643,SI,02/27/2021,RESOLUCION,SPR955,PUBLICO,CAMION,NO,D01,447600
68276000000020090323,NO,02/27/2021,RESOLUCION,JTT01F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090941,NO,02/28/2021,CANCELADO,AJB56C,PARTICULAR,MOTOCICLETA,NO,C35,167900
68276000000020090942,NO,02/28/2021,CANCELADO,BBJ919,PARTICULAR,AUTOMOVIL,SI,C35,223800
99999999000004762644,SI,02/28/2021,CANCELADO,KOD81E,,MOTOCICLETA,NO,C35,167900
68276000000020090810,NO,02/28/2021,RESOLUCION,JTO44F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090387,NO,02/28/2021,RESOLUCION,POO53E,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090811,NO,02/28/2021,RESOLUCION,XLY10C,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090812,NO,02/28/2021,RESOLUCION,JSP97F,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020090951,NO,02/28/2021,CANCELADO,NJP43C,PARTICULAR,MOTOCICLETA,NO,B01,89600
68276000000020090906,NO,02/28/2021,RESOLUCION,GFQ72C,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090814,NO,02/28/2021,CANCELADO,BCQ241,PARTICULAR,CAMIONETA,NO,C06,167900
99999999000004762645,SI,02/28/2021,RESOLUCION,TAY014,PUBLICO,CAMIONETA,NO,B02,119350
99999999000004762646,SI,02/28/2021,CANCELADO,KFC685,PARTICULAR,CAMIONETA,NO,C35,167831
68276000000020090922,NO,02/28/2021,CANCELADO,POS61F,PARTICULAR,MOTOCICLETA,NO,D07,335700
68276000000020097117,NO,02/28/2021,CANCELADO,XLH58C,PARTICULAR,MOTOCICLETA,NO,D07,335666
68276000000020096490,NO,02/28/2021,AMONESTACION,PWU85A,PARTICULAR,MOTOCICLETA,NO,H03,
68276000000020090828,NO,02/28/2021,CANCELADO,MNU78F,PARTICULAR,MOTOCICLETA,NO,D04,179040
68276000000020097118,NO,02/28/2021,RESOLUCION,HGF42F,PARTICULAR,MOTOCICLETA,NO,D01,179040
99999999000004762647,SI,02/28/2021,RESOLUCION,MIP102,PARTICULAR,AUTOMOVIL,NO,B01,119350
68276000000020096491,NO,02/28/2021,RESOLUCION,UEK287,PARTICULAR,AUTOMOVIL,NO,C31,223800
68276000000020097119,NO,02/28/2021,RESOLUCION,VXE63C,PARTICULAR,MOTOCICLETA,NO,B02,47740
68276000000020090923,NO,02/28/2021,CANCELADO,UUK78D,PARTICULAR,MOTOCICLETA,NO,C15,89520
68276000000020090837,NO,02/28/2021,RESOLUCION,ARX27B,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020090838,NO,02/28/2021,RESOLUCION,ARX27B,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020090895,NO,03/01/2021,CANCELADO,HVZ522,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090822,NO,03/01/2021,RESOLUCION,BUB728,PARTICULAR,AUTOMOVIL,SI,C02,223800
68276000000020090943,NO,03/01/2021,CANCELADO,CCT547,PARTICULAR,AUTOMOVIL,NO,C02,251775
68276000000020097120,NO,03/01/2021,CANCELADO,UAU93D,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090944,NO,03/01/2021,RESOLUCION,HEH99F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020097121,NO,03/01/2021,CANCELADO,DZK808,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020096896,NO,03/01/2021,CANCELADO,KKX662,PARTICULAR,CAMPERO,NO,C02,167833
68276000000020096897,NO,03/01/2021,CANCELADO,FHC090,PARTICULAR,AUTOMOVIL,SI,C02,167850
68276000000020096898,NO,03/01/2021,ABSUELTO,MMT51F,PARTICULAR,MOTOCICLETA,NO,C02,0
68276000000020097122,NO,03/01/2021,CANCELADO,NKY61D,PARTICULAR,MOTOCICLETA,NO,D07,335666
68276000000020095809,NO,03/01/2021,RESOLUCION,KKI01B,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090952,NO,03/01/2021,CANCELADO,NJB36E,PARTICULAR,MOTOCICLETA,NO,H02,29840
68276000000020095810,NO,03/01/2021,CANCELADO,XHI33E,PARTICULAR,MOTOCICLETA,NO,C24,167900
68276000000020090953,NO,03/01/2021,CANCELADO,PHO11D,PARTICULAR,MOTOCICLETA,NO,C35,167900
68276000000020090829,NO,03/01/2021,CANCELADO,DDL39B,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090813,NO,03/01/2021,CANCELADO,BXO991,PARTICULAR,AUTOMOVIL,NO,C35,167900
68276000000020097123,NO,03/02/2021,RESOLUCION,ZLP13E,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020089145,NO,03/02/2021,CANCELADO,ELO29F,PARTICULAR,MOTOCICLETA,NO,C02,167850
68276000000020090518,NO,03/02/2021,RESOLUCION,VHR03E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020097124,NO,03/02/2021,CANCELADO,JST83F,PARTICULAR,MOTOCICLETA,NO,C02,167833
68276000000020090925,NO,03/02/2021,RESOLUCION,HFM17F,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000005242997,SI,03/02/2021,RESOLUCION,UBT72D,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096899,NO,03/02/2021,CANCELADO,EVM553,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090945,NO,03/02/2021,CANCELADO,IPQ487,PARTICULAR,CAMIONETA,SI,C02,167900
99999999000005243004,SI,03/02/2021,RESOLUCION,FEA642,PARTICULAR,CAMION,NO,B01,119350
68276000000020097125,NO,03/02/2021,RESOLUCION,PUX65A,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020097126,NO,03/02/2021,RESOLUCION,PUX65A,PARTICULAR,MOTOCICLETA,SI,H02,29840
68276000000020090924,NO,03/02/2021,CANCELADO,FMH667,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090830,NO,03/02/2021,CANCELADO,XLA532,PARTICULAR,AUTOMOVIL,NO,C35,167900
68276000000020090896,NO,03/02/2021,RESOLUCION,IBK40E,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090897,NO,03/02/2021,RESOLUCION,PNN67F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090851,NO,03/02/2021,RESOLUCION,HFM93F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090852,NO,03/02/2021,RESOLUCION,HHI23C,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020096471,NO,03/02/2021,RESOLUCION,TZT24D,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090858,NO,03/02/2021,RESOLUCION,CWB046,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020090898,NO,03/02/2021,RESOLUCION,ZGC620,PARTICULAR,AUTOMOVIL,NO,H02,74600
68276000000020090954,NO,03/02/2021,RESOLUCION,JSX14F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090955,NO,03/02/2021,CANCELADO,JGZ702,PARTICULAR,CAMIONETA,NO,C02,167900
68276000000020090931,NO,03/02/2021,CANCELADO,RNA66D,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020096472,NO,03/02/2021,CANCELADO,FLJ46E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090831,NO,03/02/2021,RESOLUCION,PXM74E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090859,NO,03/02/2021,CANCELADO,AXL23E,PARTICULAR,MOTOCICLETA,NO,C02,167850
68276000000020090832,NO,03/02/2021,CANCELADO,FLK478,PUBLICO,VOLQUETA,NO,B02,89600
68276000000020095811,NO,03/02/2021,CANCELADO,SSX964,PUBLICO,CAMION,NO,C06,223800
68276000000020095812,NO,03/02/2021,CANCELADO,CWG366,PARTICULAR,AUTOMOVIL,NO,C35,167833
68276000000020090519,NO,03/03/2021,CANCELADO,DKU822,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004762648,SI,03/03/2021,CANCELADO,HWO330,PARTICULAR,AUTOMOVIL,NO,B01,119350
68276000000020088923,NO,03/03/2021,RESOLUCION,WPQ135,PUBLICO,CAMIONETA,NO,D07,447600
68276000000020096900,NO,03/03/2021,CANCELADO,IRR392,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090839,NO,03/03/2021,RESOLUCION,KJS382,PARTICULAR,AUTOMOVIL,SI,C02,223800
68276000000020088924,NO,03/03/2021,RESOLUCION,XVV798,PUBLICO,AUTOMOVIL,NO,D01,447600
68276000000020090932,NO,03/03/2021,CANCELADO,IPQ019,PARTICULAR,AUTOMOVIL,NO,D02,335700
68276000000020089298,NO,03/03/2021,CANCELADO,XVU889,PUBLICO,AUTOMOVIL,NO,C03,167850
68276000000020090853,NO,03/03/2021,CANCELADO,STA098,PUBLICO,AUTOMOVIL,NO,C02,223800
68276000000020090899,NO,03/03/2021,CANCELADO,TTW057,PARTICULAR,AUTOMOVIL,NO,B01,119350
99999999000004762649,SI,03/03/2021,CANCELADO,TEC80D,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090900,NO,03/03/2021,RESOLUCION,IFV003,PARTICULAR,AUTOMOVIL,NO,H02,74600
68276000000020090933,NO,03/03/2021,RESOLUCION,FMG938,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020089302,NO,03/03/2021,ABSUELTO,RKG30C,PARTICULAR,MOTOCICLETA,SI,C02,0
68276000000020090907,NO,03/03/2021,RESOLUCION,FKP40A,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090833,NO,03/03/2021,CANCELADO,BUP093,PUBLICO,AUTOMOVIL,NO,B02,89600
68276000000020089303,NO,03/03/2021,RESOLUCION,FIR66A,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020090854,NO,03/03/2021,RESOLUCION,KKV066,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020090908,NO,03/03/2021,PENDIENTE,QTD12B,PARTICULAR,MOTOCICLETA,NO,C02,447600
68276000000020090834,NO,03/03/2021,RESOLUCION,VYA76C,PARTICULAR,AUTOMOVIL,NO,C24,223800
68276000000020090901,NO,03/03/2021,CANCELADO,XVP549,PUBLICO,AUTOMOVIL,NO,B01,238700
99999999000004762650,SI,03/03/2021,RESOLUCION,IDJ830,PARTICULAR,CAMIONETA,NO,D06,447600
68276000000020090934,NO,03/03/2021,RESOLUCION,FZX28D,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090902,NO,03/03/2021,CANCELADO,MUZ679,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090726,NO,03/04/2021,CANCELADO,MTS083,PARTICULAR,AUTOMOVIL,SI,D02,895200
68276000000020090521,NO,03/04/2021,CANCELADO,ZXU932,PARTICULAR,CAMPERO,NO,C02,167900
68276000000020096901,NO,03/04/2021,CANCELADO,EFT853,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090520,NO,03/04/2021,RESOLUCION,CWK498,PARTICULAR,AUTOMOVIL,NO,C02,447600
68276000000020096902,NO,03/04/2021,CANCELADO,IRR231,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090408,NO,03/04/2021,RESOLUCION,,,,SI,D01,895200
68276000000020090409,NO,03/04/2021,RESOLUCION,BFT35A,PARTICULAR,MOTOCICLETA,SI,H02,29840
68276000000020089146,NO,03/04/2021,CANCELADO,GFU38C,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020090388,NO,03/04/2021,RESOLUCION,PZJ67E,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090841,NO,03/04/2021,RESOLUCION,CSD280,PARTICULAR,AUTOMOVIL,NO,D04,447600
68276000000020089147,NO,03/04/2021,RESOLUCION,VXG69C,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090522,NO,03/04/2021,CANCELADO,DMV643,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090840,NO,03/04/2021,RESOLUCION,RNW58D,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020096903,NO,03/04/2021,RESOLUCION,FEU34A,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090389,NO,03/04/2021,CANCELADO,FGA52A,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090390,NO,03/04/2021,CANCELADO,GBX02D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090842,NO,03/04/2021,CANCELADO,HGL88F,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020090843,NO,03/04/2021,CANCELADO,BSE09D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020096904,NO,03/04/2021,RESOLUCION,HVY871,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020089304,NO,03/04/2021,RESOLUCION,BZJ14E,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090986,NO,03/04/2021,RESOLUCION,ISJ111,PARTICULAR,CAMIONETA,NO,D01,447600
68276000000020090860,NO,03/04/2021,CANCELADO,TUV090,PUBLICO,MICROBUS,NO,C06,167900
68276000000020090903,NO,03/04/2021,RESOLUCION,UTR513,PARTICULAR,AUTOMOVIL,NO,C06,223800
68276000000020090987,NO,03/04/2021,RESOLUCION,BPF10D,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090935,NO,03/04/2021,CANCELADO,GYS344,PARTICULAR,CAMIONETA,NO,B01,89600
68276000000020090861,NO,03/04/2021,CANCELADO,TTU966,PUBLICO,BUSETA,NO,C06,167900
68276000000020090996,NO,03/04/2021,RESOLUCION,CGS137,PARTICULAR,AUTOMOVIL,SI,D01,447600
68276000000020095813,NO,03/04/2021,CANCELADO,SRS385,PUBLICO,CAMIONETA,NO,B02,89600
99999999000004762651,SI,03/04/2021,RESOLUCION,SMK252,PUBLICO,CAMION,NO,B02,119350
99999999000004762652,SI,03/04/2021,CANCELADO,FHE41A,PARTICULAR,MOTOCICLETA,NO,B01,89600
99999999000004762653,SI,03/04/2021,CANCELADO,FHE41A,PARTICULAR,MOTOCICLETA,NO,C35,167900
68276000000020090862,NO,03/04/2021,CANCELADO,ALH971,PARTICULAR,AUTOMOVIL,NO,C06,167900
68276000000020090976,NO,03/04/2021,RESOLUCION,XHM44E,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090988,NO,03/04/2021,CANCELADO,IDC668,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020090904,NO,03/04/2021,AMONESTACION,IFL29D,PARTICULAR,MOTOCICLETA,NO,H02,
68276000000020090989,NO,03/04/2021,RESOLUCION,IPQ003,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020091006,NO,03/04/2021,RESOLUCION,KOX69A,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090692,NO,03/05/2021,RESOLUCION,LQA67D,PARTICULAR,MOTOCICLETA,NO,C24,89520
