NRO COMPARENDO,POLCA,FECHA COMP,ESTADO,PLACA,SERVICIO,CLASE,INMOVILIZADO,INFRACCION,VALOR
99999999000004761363,SI,01/01/2021,CANCELADO,BVD924,PARTICULAR,AUTOMOVIL,NO,C14,223800
68276000000020095790,NO,01/01/2021,RESOLUCION,CAP56F,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761362,SI,01/01/2021,CANCELADO,TKI80E,PARTICULAR,MOTOCICLETA,NO,C14,447600
68276000000020090352,NO,01/02/2021,ANULADO,XLP273,,,NO,D02,0
68276000000020090353,NO,01/02/2021,CANCELADO,XLF273,PUBLICO,BUSETA,SI,C35,167850
68276000000020090354,NO,01/02/2021,CANCELADO,XLF273,PUBLICO,BUSETA,NO,D02,335700
68276000000020090151,NO,01/02/2021,RESOLUCION,CLH85B,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020096127,NO,01/02/2021,RESOLUCION,BDB23E,PARTICULAR,MOTOCICLETA,NO,C15,89520
68276000000020096233,NO,01/02/2021,RESOLUCION,ELM83F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020096234,NO,01/02/2021,CANCELADO,ELM83F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090365,NO,01/04/2021,RESOLUCION,LSL82E,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020096128,NO,01/04/2021,CANCELADO,SVO844,PUBLICO,AUTOMOVIL,NO,C14,223800
68276000000020090427,NO,01/04/2021,CANCELADO,CJW80E,PARTICULAR,MOTOCICLETA,NO,D01,335700
68276000000020090428,NO,01/04/2021,CANCELADO,KTQ47E,PARTICULAR,MOTOCICLETA,NO,D01,335700
68276000000020090429,NO,01/05/2021,RESOLUCION,ZYX10D,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096129,NO,01/05/2021,RESOLUCION,IAK56E,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020090286,NO,01/05/2021,CANCELADO,XWC397,PARTICULAR,AUTOMOVIL,NO,B02,119350
68276000000020096582,NO,01/05/2021,RESOLUCION,ELX26F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090430,NO,01/05/2021,RESOLUCION,RMS95D,PARTICULAR,MOTOCICLETA,NO,C31,89520
68276000000020090287,NO,01/05/2021,RESOLUCION,ALN59C,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090367,NO,01/05/2021,CANCELADO,XYZ28,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090288,NO,01/05/2021,CANCELADO,XHG62E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090366,NO,01/05/2021,CANCELADO,SKO79E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090431,NO,01/05/2021,CANCELADO,NPD26E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020096130,NO,01/05/2021,CANCELADO,RUT98B,PARTICULAR,MOTOCICLETA,SI,C02,167850
68276000000020090152,NO,01/05/2021,ABSUELTO,HUW49B,PARTICULAR,MOTOCICLETA,SI,C02,0
68276000000020096342,NO,01/05/2021,CANCELADO,ANW82E,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090368,NO,01/05/2021,RESOLUCION,NLD82D,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761364,SI,01/05/2021,CANCELADO,EMB70F,PARTICULAR,MOTOCICLETA,NO,D02,335661
68276000000020090438,NO,01/05/2021,CANCELADO,BPM727,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090439,NO,01/05/2021,CANCELADO,KKU346,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020096430,NO,01/05/2021,RESOLUCION,WHX93D,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090170,NO,01/05/2021,RESOLUCION,GLD25A,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761365,SI,01/06/2021,CANCELADO,DML409,PARTICULAR,AUTOMOVIL,NO,B01,89510
68276000000020096583,NO,01/06/2021,RESOLUCION,XHM58E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096343,NO,01/06/2021,RESOLUCION,XGP19E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090369,NO,01/06/2021,RESOLUCION,BZP95F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096344,NO,01/06/2021,RESOLUCION,XGP19E,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090327,NO,01/06/2021,RESOLUCION,ZNS84E,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020096584,NO,01/06/2021,RESOLUCION,FML85E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090370,NO,01/06/2021,RESOLUCION,CAD79F,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090400,NO,01/06/2021,CANCELADO,BPC42D,PARTICULAR,MOTOCICLETA,SI,D01,335700
68276000000020096431,NO,01/06/2021,CANCELADO,SAT47C,PARTICULAR,MOTOCICLETA,SI,D02,335666
99999999000004761366,SI,01/06/2021,RESOLUCION,IBY64E,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090326,NO,01/06/2021,CANCELADO,JSJ66F,PARTICULAR,MOTOCICLETA,NO,C02,167850
68276000000020090440,NO,01/06/2021,RESOLUCION,EMA74F,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090441,NO,01/06/2021,CANCELADO,EMG01F,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090442,NO,01/06/2021,CANCELADO,KTH14E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090328,NO,01/06/2021,CANCELADO,CWD295,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090401,NO,01/06/2021,CANCELADO,RDS384,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020096585,NO,01/07/2021,RESOLUCION,HFL19F,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020096345,NO,01/07/2021,CANCELADO,BHW13D,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020096346,NO,01/07/2021,RESOLUCION,ZLI07C,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090432,NO,01/07/2021,CANCELADO,HZL782,PARTICULAR,CAMIONETA,NO,C02,167850
99999999000004761367,SI,01/07/2021,CANCELADO,PYN02C,PARTICULAR,MOTOCICLETA,NO,D01,335661
68276000000020090329,NO,01/07/2021,AMONESTACION,FMF851,PARTICULAR,AUTOMOVIL,NO,H05,
68276000000020090330,NO,01/07/2021,RESOLUCION,NPU40A,PARTICULAR,MOTOCICLETA,SI,B01,47740
68276000000020090402,NO,01/07/2021,CANCELADO,NLI84D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090433,NO,01/07/2021,CANCELADO,NLM02D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090403,NO,01/07/2021,CANCELADO,KTF22E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090443,NO,01/07/2021,CANCELADO,HFC78F,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090404,NO,01/07/2021,RESOLUCION,BXZ86E,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096432,NO,01/07/2021,CANCELADO,ZGP165,PARTICULAR,CAMIONETA,SI,C02,167900
68276000000020090434,NO,01/07/2021,RESOLUCION,OJM87C,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020090458,NO,01/07/2021,ABSUELTO,FIE04A,PARTICULAR,MOTOCICLETA,SI,C02,0
68276000000020090331,NO,01/07/2021,CANCELADO,XLQ87C,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020096433,NO,01/07/2021,CANCELADO,RZK91C,PARTICULAR,MOTOCICLETA,SI,C02,251775
68276000000020090332,NO,01/07/2021,RESOLUCION,HBO28F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090444,NO,01/07/2021,CANCELADO,DUS324,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090371,NO,01/08/2021,CANCELADO,QVY83E,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020090336,NO,01/08/2021,CANCELADO,GIX622,PARTICULAR,AUTOMOVIL,SI,C02,167850
99999999000004761368,SI,01/08/2021,CANCELADO,VEX75D,PARTICULAR,MOTOCICLETA,NO,D01,335661
99999999000004761369,SI,01/08/2021,CANCELADO,ICU63C,PARTICULAR,MOTOCICLETA,NO,D01,335661
68276000000020088847,NO,01/08/2021,RESOLUCION,XVO347,PUBLICO,AUTOMOVIL,NO,D03,447600
68276000000020096347,NO,01/08/2021,CANCELADO,TTW285,PUBLICO,AUTOMOVIL,NO,C02,167833
68276000000020096586,NO,01/08/2021,CANCELADO,XVX015,PUBLICO,AUTOMOVIL,NO,C02,167900
68276000000020088848,NO,01/08/2021,RESOLUCION,DZM010,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020096587,NO,01/08/2021,CANCELADO,JGW969,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020096131,NO,01/08/2021,RESOLUCION,BIF452,PARTICULAR,AUTOMOVIL,SI,C35,223800
68276000000020090154,NO,01/08/2021,CANCELADO,OJP92C,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020096132,NO,01/08/2021,CANCELADO,OJP92C,PARTICULAR,MOTOCICLETA,SI,C35,167833
68276000000020096348,NO,01/08/2021,CANCELADO,SUE221,PUBLICO,CAMION,NO,C02,447600
99999999000004761370,SI,01/08/2021,CANCELADO,BUX482,PARTICULAR,AUTOMOVIL,NO,C35,223800
99999999000004761371,SI,01/08/2021,CANCELADO,UDR758,PARTICULAR,AUTOMOVIL,NO,C35,167831
68276000000020096434,NO,01/08/2021,RESOLUCION,MMB61F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090485,NO,01/08/2021,RESOLUCION,UJX30E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090064,NO,01/08/2021,ABSUELTO,MXN549,PARTICULAR,AUTOMOVIL,SI,F,0
68276000000020090372,NO,01/09/2021,RESOLUCION,ELA85F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096349,NO,01/09/2021,RESOLUCION,SKO38E,PARTICULAR,MOTOCICLETA,NO,H03,29840
68276000000020090373,NO,01/09/2021,RESOLUCION,VXU49C,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096350,NO,01/09/2021,RESOLUCION,XHA74E,PARTICULAR,MOTOCICLETA,SI,C14,89520
68276000000020088849,NO,01/09/2021,RESOLUCION,,PARTICULAR,MOTOCICLETA,NO,H02,29840
68276000000020090374,NO,01/09/2021,RESOLUCION,ZMI66E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096133,NO,01/09/2021,CANCELADO,MBD56B,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020096134,NO,01/09/2021,CANCELADO,CAO11F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020096351,NO,01/09/2021,RESOLUCION,XNK22D,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020096135,NO,01/09/2021,RESOLUCION,ZKY68C,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020096352,NO,01/09/2021,RESOLUCION,OIO99C,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090505,NO,01/09/2021,CANCELADO,EZX29C,PARTICULAR,MOTOCICLETA,NO,C35,167900
68276000000020096353,NO,01/09/2021,RESOLUCION,OIO99C,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020090455,NO,01/09/2021,RESOLUCION,FPJ90C,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020090456,NO,01/09/2021,RESOLUCION,WZN19D,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090506,NO,01/09/2021,RESOLUCION,JSN12F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090465,NO,01/09/2021,RESOLUCION,VHP01E,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090486,NO,01/09/2021,ABSUELTO,CGA876,PARTICULAR,AUTOMOVIL,NO,C14,0
68276000000020090487,NO,01/09/2021,CANCELADO,PNI59F,PARTICULAR,MOTOCICLETA,NO,C14,89520
68276000000020090466,NO,01/09/2021,CANCELADO,HWK645,PARTICULAR,AUTOMOVIL,SI,C35,167900
68276000000020090488,NO,01/09/2021,CANCELADO,ZKF47C,,MOTOCICLETA,NO,C14,167900
68276000000020096588,NO,01/09/2021,RESOLUCION,VXM36C,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090489,NO,01/09/2021,RESOLUCION,SMI97E,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090318,NO,01/10/2021,CANCELADO,JQQ131,PARTICULAR,AUTOMOVIL,NO,C14,167900
68276000000020096235,NO,01/10/2021,RESOLUCION,WFD708,PUBLICO,AUTOMOVIL,NO,B02,119350
68276000000020096236,NO,01/10/2021,CANCELADO,BYB29E,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020090319,NO,01/10/2021,RESOLUCION,PWJ37A,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020096237,NO,01/10/2021,CANCELADO,CJQ16E,PARTICULAR,MOTOCICLETA,SI,D02,335700
99999999000004761372,SI,01/10/2021,CANCELADO,IGT442,PARTICULAR,AUTOMOVIL,NO,B01,119350
68276000000020090153,NO,01/10/2021,RESOLUCION,RBE72B,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090333,NO,01/10/2021,CANCELADO,IRR510,PARTICULAR,AUTOMOVIL,NO,D02,503500
68276000000020090334,NO,01/10/2021,RESOLUCION,MEC52A,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090320,NO,01/11/2021,CANCELADO,BJR63D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090321,NO,01/11/2021,RESOLUCION,MXL27D,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761373,SI,01/11/2021,RESOLUCION,FMC587,PARTICULAR,AUTOMOVIL,NO,D02,447600
68276000000020090515,NO,01/11/2021,RESOLUCION,OFM66B,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090516,NO,01/11/2021,RESOLUCION,GAH06F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020096136,NO,01/11/2021,CANCELADO,ZJD95C,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020096137,NO,01/11/2021,RESOLUCION,CKV75B,PARTICULAR,MOTOCICLETA,SI,C35,89520
68276000000020090337,NO,01/11/2021,RESOLUCION,SMI13E,PARTICULAR,MOTOCICLETA,NO,C02,89520
68276000000020096589,NO,01/11/2021,RESOLUCION,HFO21F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020095791,NO,01/11/2021,RESOLUCION,HGE83F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090457,NO,01/11/2021,RESOLUCION,AKR98C,PARTICULAR,MOTOCICLETA,SI,C35,89520
99999999000004761374,SI,01/11/2021,RESOLUCION,ZNT92E,PARTICULAR,MOTOCICLETA,NO,D02,179040
99999999000004761375,SI,01/11/2021,CANCELADO,FEC51A,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761376,SI,01/11/2021,CANCELADO,FEC51A,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020096435,NO,01/11/2021,RESOLUCION,ZLG93D,PARTICULAR,MOTOCICLETA,SI,C24,89520
68276000000020090459,NO,01/11/2021,RESOLUCION,HXR70C,PARTICULAR,MOTOCICLETA,SI,C35,89520
99999999000004761377,SI,01/12/2021,CANCELADO,GIX851,PARTICULAR,AUTOMOVIL,NO,B01,89600
99999999000004761378,SI,01/12/2021,RESOLUCION,BUM156,PARTICULAR,CAMIONETA,NO,B07,119350
68276000000020090460,NO,01/12/2021,CANCELADO,TAV568,PUBLICO,CAMION,NO,C24,167850
68276000000020096354,NO,01/12/2021,CANCELADO,DMZ831,PARTICULAR,AUTOMOVIL,NO,C02,223800
68276000000020090507,NO,01/12/2021,RESOLUCION,ISB67D,PARTICULAR,MOTOCICLETA,SI,D01,179040
99999999000004761379,SI,01/12/2021,CANCELADO,SPU86D,PARTICULAR,MOTOCICLETA,NO,C24,167831
68276000000020089822,NO,01/12/2021,CANCELADO,FMB885,PARTICULAR,AUTOMOVIL,NO,C02,167900
99999999000004733815,SI,01/12/2021,RESOLUCION,UTL55A,PARTICULAR,MOTOCICLETA,NO,C35,89520
99999999000004733816,SI,01/12/2021,RESOLUCION,UTL55A,PARTICULAR,MOTOCICLETA,NO,D01,179040
99999999000004733913,SI,01/12/2021,CANCELADO,TSB49A,PARTICULAR,MOTOCICLETA,NO,H02,29840
99999999000004733914,SI,01/12/2021,CANCELADO,TSB49A,PARTICULAR,MOTOCICLETA,NO,C35,89520
99999999000004733817,SI,01/12/2021,CANCELADO,XNC92C,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020096355,NO,01/12/2021,RESOLUCION,GHW013,PARTICULAR,AUTOMOVIL,NO,C38,223800
68276000000020090230,NO,01/13/2021,CANCELADO,RAB54D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090231,NO,01/13/2021,CANCELADO,DCU445,PARTICULAR,CAMIONETA,NO,C35,167850
68276000000020090491,NO,01/13/2021,CANCELADO,DVK336,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090495,NO,01/13/2021,ABSUELTO,PVH47A,PARTICULAR,MOTOCICLETA,SI,C02,0
68276000000020096436,NO,01/13/2021,CANCELADO,BUB138,PARTICULAR,AUTOMOVIL,SI,C35,167900
68276000000020090490,NO,01/13/2021,CANCELADO,CKV71E,PARTICULAR,MOTOCICLETA,SI,C02,167900
99999999000004535007,SI,01/13/2021,CANCELADO,BZN65C,PARTICULAR,MOTOCICLETA,NO,D02,179040
68276000000020090492,NO,01/13/2021,CANCELADO,HCV667,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020090496,NO,01/13/2021,CANCELADO,HHP502,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020096238,NO,01/13/2021,RESOLUCION,MNM98F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020096239,NO,01/13/2021,RESOLUCION,NZY70C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090264,NO,01/13/2021,CANCELADO,DWA47D,PARTICULAR,MOTOCICLETA,SI,D02,335700
68276000000020090445,NO,01/13/2021,CANCELADO,DWA47D,PARTICULAR,MOTOCICLETA,SI,C35,167900
68276000000020096240,NO,01/13/2021,RESOLUCION,VXO13C,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020096241,NO,01/13/2021,CANCELADO,SMI42E,PARTICULAR,MOTOCICLETA,NO,B01,89600
68276000000020096356,NO,01/13/2021,CANCELADO,IPQ967,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090508,NO,01/13/2021,RESOLUCION,SRR553,PARTICULAR,AUTOMOVIL,SI,C02,447600
68276000000020096357,NO,01/13/2021,CANCELADO,MXP995,PARTICULAR,CAMIONETA,NO,C38,167833
68276000000020096242,NO,01/13/2021,CANCELADO,SXD661,PUBLICO,AUTOMOVIL,NO,C02,223800
68276000000020096358,NO,01/13/2021,RESOLUCION,XMC835,PUBLICO,AUTOMOVIL,NO,C02,223800
99999999000004761380,SI,01/13/2021,RESOLUCION,JSZ74F,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020096243,NO,01/13/2021,ABSUELTO,XVW309,PUBLICO,AUTOMOVIL,SI,F,0
68276000000020090233,NO,01/14/2021,CANCELADO,CDO251,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004761381,SI,01/14/2021,CANCELADO,MLV91F,PARTICULAR,MOTOCICLETA,NO,B01,238700
68276000000020090232,NO,01/14/2021,CANCELADO,IBJ38E,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090376,NO,01/14/2021,CANCELADO,UBH70D,PARTICULAR,MOTOCICLETA,SI,D01,335700
68276000000020096437,NO,01/14/2021,CANCELADO,IFA89D,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090234,NO,01/14/2021,CANCELADO,BRL53D,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090377,NO,01/14/2021,CANCELADO,KTR55E,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020090378,NO,01/14/2021,CANCELADO,HIW50C,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020090493,NO,01/14/2021,CANCELADO,NDQ429,PARTICULAR,AUTOMOVIL,NO,C35,167900
68276000000020090494,NO,01/14/2021,RESOLUCION,XGK16E,PARTICULAR,MOTOCICLETA,SI,C02,89520
68276000000020096438,NO,01/14/2021,RESOLUCION,ZJY14C,PARTICULAR,MOTOCICLETA,SI,C02,89520
99999999000004761382,SI,01/14/2021,RESOLUCION,JKU266,PUBLICO,CAMIONETA,NO,B01,119350
99999999000004761383,SI,01/14/2021,RESOLUCION,OEB54B,PARTICULAR,MOTOCICLETA,NO,C31,89520
99999999000004761384,SI,01/14/2021,RESOLUCION,KGU413,PARTICULAR,AUTOMOVIL,NO,C11,223800
68276000000020096359,NO,01/14/2021,CANCELADO,JSW26F,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020090461,NO,01/14/2021,CANCELADO,KJQ195,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020096244,NO,01/14/2021,RESOLUCION,HHP740,PARTICULAR,CAMPERO,NO,C02,223800
68276000000020089824,NO,01/14/2021,CANCELADO,RDT052,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020096245,NO,01/14/2021,CANCELADO,NJS79E,PARTICULAR,MOTOCICLETA,NO,C02,167900
68276000000020090462,NO,01/14/2021,CANCELADO,SUE814,PUBLICO,AUTOMOVIL,NO,C02,167850
68276000000020090289,NO,01/14/2021,CANCELADO,GIV336,PARTICULAR,AUTOMOVIL,SI,C02,167900
68276000000020090509,NO,01/14/2021,RESOLUCION,JTI91F,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090525,NO,01/14/2021,CANCELADO,CJT98E,PARTICULAR,MOTOCICLETA,SI,C02,167900
99999999000004761385,SI,01/15/2021,RESOLUCION,DPN19C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020020497,NO,01/15/2021,ABSUELTO,ELP90F,PARTICULAR,MOTOCICLETA,NO,D01,0
68276000000020090497,NO,01/15/2021,RESOLUCION,ELP90F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020088851,NO,01/15/2021,RESOLUCION,HHC37C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020096360,NO,01/15/2021,CANCELADO,MMV60F,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090268,NO,01/15/2021,CANCELADO,BXY82E,PARTICULAR,MOTOCICLETA,NO,B01,89600
68276000000020090269,NO,01/15/2021,RESOLUCION,RIX80C,PARTICULAR,MOTOCICLETA,SI,B01,47740
68276000000020090270,NO,01/15/2021,RESOLUCION,RIX80C,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020096361,NO,01/15/2021,RESOLUCION,RMK62,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020088852,NO,01/15/2021,RESOLUCION,BPS43D,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090510,NO,01/15/2021,CANCELADO,NSM28D,PARTICULAR,MOTOCICLETA,NO,C24,167900
99999999000004761386,SI,01/15/2021,RESOLUCION,WSA77C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090511,NO,01/15/2021,CANCELADO,PGB59D,PARTICULAR,MOTOCICLETA,NO,C24,167850
68276000000020089823,NO,01/15/2021,CANCELADO,KKU832,PARTICULAR,AUTOMOVIL,NO,C02,167900
68276000000020090250,NO,01/15/2021,CANCELADO,IQY58,PARTICULAR,MOTOCICLETA,SI,C02,167900
68276000000020096439,NO,01/15/2021,CANCELADO,MVO347,PARTICULAR,AUTOMOVIL,SI,C02,167900
99999999000004761387,SI,01/15/2021,CANCELADO,GEV207,PUBLICO,TRACTOCAMION,NO,C37,167831
99999999000004761388,SI,01/15/2021,CANCELADO,GAM36D,PARTICULAR,MOTOCICLETA,NO,B01,89510
68276000000020090498,NO,01/15/2021,CANCELADO,RZO90C,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020096440,NO,01/16/2021,RESOLUCION,CJQ16E,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090271,NO,01/16/2021,RESOLUCION,BVB224,PARTICULAR,CAMPERO,NO,C14,223800
68276000000020096362,NO,01/16/2021,CANCELADO,DWH97D,PARTICULAR,MOTOCICLETA,NO,C35,167833
68276000000020088853,NO,01/16/2021,CANCELADO,TAX692,PUBLICO,CAMION,NO,D01,335700
68276000000020096363,NO,01/16/2021,RESOLUCION,XHG61E,PARTICULAR,MOTOCICLETA,NO,C24,89520
68276000000020090499,NO,01/16/2021,RESOLUCION,BPD77D,PARTICULAR,MOTOCICLETA,SI,D02,179040
68276000000020096364,NO,01/16/2021,CANCELADO,DXK670,PARTICULAR,AUTOMOVIL,NO,B01,89511
68276000000020088850,NO,01/16/2021,RESOLUCION,NJU35E,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090272,NO,01/16/2021,CANCELADO,BUJ577,PARTICULAR,AUTOMOVIL,NO,D02,335700
99999999000004761389,SI,01/16/2021,CANCELADO,MYH91D,PARTICULAR,MOTOCICLETA,NO,C24,469094
68276000000020090535,NO,01/16/2021,RESOLUCION,GHO812,PARTICULAR,AUTOMOVIL,NO,C02,223800
99999999000004761390,SI,01/16/2021,CANCELADO,DLK682,PARTICULAR,CAMIONETA,NO,C37,223800
68276000000020088854,NO,01/17/2021,RESOLUCION,SKJ74E,PARTICULAR,MOTOCICLETA,NO,D01,179040
68276000000020090273,NO,01/17/2021,RESOLUCION,BYL763,PARTICULAR,AUTOMOVIL,NO,C14,223800
68276000000020090500,NO,01/17/2021,RESOLUCION,HRN874,PARTICULAR,AUTOMOVIL,NO,C14,223800
68276000000020096365,NO,01/17/2021,CANCELADO,TGJ16A,PARTICULAR,MOTOCICLETA,SI,C14,89520
68276000000020090274,NO,01/17/2021,RESOLUCION,KOA45E,PARTICULAR,MOTOCICLETA,SI,D01,179040
68276000000020090565,NO,01/17/2021,RESOLUCION,KOA45E,PARTICULAR,MOTOCICLETA,SI,D02,895200
68276000000020090545,NO,01/17/2021,RESOLUCION,MWD51C,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090566,NO,01/17/2021,CANCELADO,SKT93E,PARTICULAR,MOTOCICLETA,NO,C14,167900
68276000000020090567,NO,01/17/2021,AUDIENCIA,SKT93E,PARTICULAR,MOTOCICLETA,SI,F,10741400
99999999000004761391,SI,01/17/2021,RESOLUCION,DWC39D,PARTICULAR,MOTOCICLETA,NO,C35,89520
68276000000020090501,NO,01/17/2021,RESOLUCION,XGH98E,PARTICULAR,MOTOCICLETA,NO,D01,179040
99999999000004761392,SI,01/17/2021,CANCELADO,FME923,PARTICULAR,CAMIONETA,NO,C35,167831
68276000000020096366,NO,01/17/2021,RESOLUCION,PIB25D,PARTICULAR,MOTOCICLETA,NO,B01,47740
68276000000020090467,NO,01/17/2021,RESOLUCION,IBW220,PARTICULAR,AUTOMOVIL,NO,D02,447600
68276000000020090468,NO,01/17/2021,RESOLUCION,IBW220,PARTICULAR,AUTOMOVIL,NO,C35,223800
68276000000020090469,NO,01/17/2021,RESOLUCION,IBW220,PARTICULAR,AUTOMOVIL,NO,C31,223800
